text,label,sumber
"Kalau lihat sekarang sih, alhamdulillah BOR di rumah sakit tidak lagi full service seperti beberapa waktu lalu, sampai pasien harus menunggu di luar.  #PilarTanganiCovid 3 pilar penanganan
#COVID19 #PPKM",0,Twitter
"SAYA SUDAH DI VAKSIN 2X SINOPHARM 2X PFIZER,  TERUS TES PCR LAGI DAN MASIH HARUS DI KARANTINA DI JAKARTA ?? 

ARE U KIDDING AT ME ???
#PPKM",0,Twitter
"Dukung PPKM level 4 efektif menurunkan kasus positif covid 19
#PPKM #IndonesiaPulih https://t.co/vYOCH2IQRd",0,Twitter
"Menteri Koordinator Bidang Perekonomian, Airlangga Hartarto bersama Kepala BNPB meninjau langsung pelaksanaan PPKM dan percepatan vaksin.

#PPKM #PPKMLevel4 #Vaksin #menkoairlangga #lampostco
https://t.co/1VWSCkEy2V",0,Twitter
"PPKM Mikro efektif tekan laju penyebaran Covid-19
#corona #covid19 #VaksinAman #VaksinHalal #ppkm https://t.co/m5ePM9XXgk",0,Twitter
"Wakapolres Ciko Himbau Sejumlah Cafe dan Warung Yang Masih Buka Untuk Prokes dan Ikuti Aturan PPKM  https://t.co/WR3A0cG43C 
#KimCipedes #vaksinasi #PPKM @PolresCirebon",0,Twitter
"☯️ KATALOG XIMIVOGUE BAGS MADE IN KOREA☯️

💸 PRICE sudah ada di katalognya yah

SLIDE 5
#shopefromhome #Shopee #madeinkorea #KoreanUpdates #kpop #BelanjadiShopee88 #belanja #Corona #PPKM https://t.co/LJOH8mPGal",0,Twitter
Pemda wajib kooperatif dan mendukung PPKM serta menerbitkan peraturan pelaksana untuk menunjang kebijakan tersebut. #PPKM https://t.co/Y8MXjwMUqw,0,Twitter
"6 Minggu Lah lu enak pada dapet vasilitas mobil mewah Gaji gede dan enggak habis""gaji nya tiap bulan,lah kita apa daya yg pedagang mengais rezeki hallal aja di usik #PPKM",0,Twitter
"Klaim bahwa kasus mengalami penurunan,  tidak bermakna apa-apa jika testing kita rendah. #PPKM",0,Twitter
"Meminggon

#inspirasimenu
#inspirasijajanan
#dinein
#ppkm @ Kedai nyah tanli Kasongan https://t.co/D5MZ0PoTb4",0,Twitter
When will be the ended of ##ppkm ? 😭,0,Twitter
"(2/2) Jalankan terus protokol kesehatan 6M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #VaksinDulu #PPKM #JakartaBangkit https://t.co/7CtmTJA286",0,Twitter
"تابع الرئيس / #جوكوي :
* حازت أفلام صانعي الأفلام الإندونيسيين مثل :
-الانتقام
- الشوق يجب أن تدفع بالكامل
- يوني
- البحر يناديني
- عزيزي إليّ
 على الجوائز الأولى في أفضل المهرجانات السينمائية في العالم 🔥

#اندونيسيا #جاكرتا #بالي #موسم_الرياض
#Indonesia #Jakarta #jokowi #ppkm https://t.co/9ZMTIIzvd8",0,Twitter
"#PPKM

Kabar Terbaru Aksi Tuntut Habib Rizieq Bebas Rusuh di Tasik, Polisi Sudah Amankan Empat Provokator

https://t.co/pOHBXeHJO8",0,Twitter
#myrepublicindonesia #down #PPKM #2hari,0,Twitter
"Jika Kasus Covid-19 Menurun, Pemerintah Akan Melonggarkan PPKM Darurat di Sektor Ini ☞
 https://t.co/pk8NiqOVKX
#Presidenjokowi 
#Jokowidodo 
#PPKM Darurat",0,Twitter
"DKI Jakarta masuk 
 #PPKM Level 2 
Bar/Cafe dibiarkan buka sanpai lewat jam 21.00
@DKIJakarta 
Orang kecil yg jadi korban kebijakan. Aparat dan orang kaya adalah pemain utamanya.",0,Twitter
#PPKM update seminggu sekali udh kek Manga/Anime,0,Twitter
"kene ngelingno dahar mriku ndulang maem 
jnck!
#PPKM",0,Twitter
"Juru Bicara Vaksinasi Kemenkes, Siti Nadia Tarmizi : Bisa tetap menafkahi keluarganya. Jadi adanya bansos yg digulirkan. Di sisi lain, masyarakat tetap melakukan aktivitas ekonomi tetap difasilitasi. Artinya kita tdk menutup 
#PPKM #PPKMdarurat #Kemenkes",0,Twitter
"Juru Bicara Vaksinasi Kemenkes, Siti Nadia Tarmizi : Jadi hal-hal inilah yang kami lakukan. Kami ingatkan testing kita  perbanyak, pasti akan meningkat kasus positif. Di sisi lain bahwa, sebenarnya kasus positif itu 60-80% itu sifatnya..
#PPKM #PPKMdarurat #Kemenkes",0,Twitter
"PPKM diperpanjang lagi, 
Rasanya kaya masa kecil ketika harus ngabuburit sebelum puasa?!
😒
#ppkm #diperpanjang #COVID

https://t.co/zigdQS0kSk",0,Twitter
Pagi2 ngopi dl guys #KawalPPKMDarurat #badaipastiberlalu #PPKM #ngopibareng #Apa2Bisa https://t.co/ZVjhig8GEd,0,Twitter
"(2) Batas kapasitas pengunjung maksimal 50% serta diwajibkan menggunakan masker kepada seluruh pengunjung maupun pegawai.

Kawan Kemayoran, jangan lupa tetap disiplin menerapkan protokol kesehatan kapanpun dan dimanapun.

#badanlayananumum #pasarmobilkemayoran #ppkm #ppkkemayoran",0,Twitter
"Butuh moodbooster pas lagi kerja #dirumahaja, langsung sikat promo jus Beli 1 Gratis! Biar kerjaan tetep lancar car car~

Berlaku TakeAway, GoFood, GrabFood atau Pesen lewat #PizzaHutApp kamu!

#PizzaHut #PizzaHutIndonesia #BOGOJuice #promo #ppkm #diskon#infodiskon https://t.co/GBBJFiyFkP",0,Twitter
"TRANS7: RT @trans7club: Nah! Sejumlah mal telah memberlakukan sertifikat vaksin sebagai syarat masuk bagi seluruh pengunjung per 3 Agustus 2021.

Baca daftar mall lainnya di https://t.co/X3euvF1qIR

#trans7update #sobat7jaditau #ppkm #vaksincovid19 #vak… https://t.co/4uEjimA676",0,Twitter
"Berdasarkan Inmendagri No 60 Tahun 2021 tentang PPKM Level 3, 2, dan 1, berikut daftar wilayah terbaru yang masuk PPKM Level 1.

#BersamaRakyat #rakyat #jokowi #presiden #presidenjokowi #covid_19 #covid #vaksin #vaksìncovid19 #vaksìnasicovid19 #ppkm #ppkmterbaru #ppkmupdate https://t.co/XD0jCVzpuv",0,Twitter
"Danramil 08/Kronjo Kembali Pimpin Operasi PPKM, Pengendalian Covid-19
#dandim0510 #ppkm #kronjo #danramil08 #kronjotangerang #operasiyustisi #kabupatentangerang @kabupatentangerang @polsek.kronjo @kecamatan_kronjo 
-
-
Baca selengkapnya di --&gt;
https://t.co/3GJEwcDQqr https://t.co/r35K9TLx4Q",0,Twitter
"3 Alasan Pemerintah Batalkan PPKM Level 3

#PPKM
#BersatuLawanCovid19
#NKRIMajuBerjaya https://t.co/gpVChcY0Ud",0,Twitter
Tetap semangat kerja hari ini... 💪😊 #semangat #semangatkerja #bankersinstitute #ekotama #suryonoekotama #masadepan #sales #marketing #supervisor #manajer #direktur #owner #rejeki #tanaman #buah #PPKM #PPKMDarurat #PPKMDaruratdiperpanjang https://t.co/ZpoWtdgcem,0,Twitter
"“Apa yg kami temukan dari penelitian bertahun2 adalah bahwa #Vaksin yg dikirim ke paru-paru menginduksi kekebalan mukosa pernapasan pelindung secara menyeluruh, properti yg tidak dimiliki vaksin yg disuntikkan.” (@MacImmunology)

#Omicron #COVID19 #PPKM 🔎 https://t.co/FitR9vGJTZ https://t.co/RVJdFYo79M",0,Twitter
"تابع الرئيس الإندونيسي / جوكو ويدودو :
* في الوقت نفسه ، نقلت أيضًا جائزة ""Bintang Jasa"" الفخرية لـ (300 عامل صحي) ماتوا أثناء التعامل مع #كوفيد_19 🙏🇮🇩

#جاكرتا #السعودية #الصحة #موسم_الرياض #بالي #بونشاك
#Indonesia #Jakarta #jokowi #Vaksin #RiyadhSeason #bali #Vaksin #ppkm 🇮🇩 https://t.co/LiqnhxDDT0",0,Twitter
"Riview makanan terniat kan Bun
#PPKMSengsarakanRakyat 
#PPKM 
#TREASURE 
#Trending 
#Trending bisa https://t.co/jgwFeK3Hry",0,Twitter
"Nah giniloh gambarannya

#PPKMSengsarakanRakyat 
#PpkmDiperpanjang 
#PPKMDarurat 
#ppkm https://t.co/u9xYgOcHPV",0,Twitter
"PUSAT SEWA MOBIL (DRIVER+BBM) 💯% TERMURAH SE-JAKARTA✌😁
#sewamobiljakarta #liburankeluarga  
#rentalmobiljakarta #wisatajakarta #wisatabandung #sewahiacejakarta #sewahiacejakartabarat #sewaalphardjakarta #keluarga #Jakarta #balitravel #bandungtravel
#travel #sewamobil #PPKM https://t.co/yMHvhk7oPE",0,Twitter
"Pemkot Tangerang dan Tangerang Selatan Siap Menerapkan PPKM Darurat, Simak Penjelasannya! https://t.co/bM6Ag9Hcy5

#sideid #ppkmdarurat #ppkm #covid #Pembatasan https://t.co/vgQ1Ln6pwf",0,Twitter
"Sosialisasi Pendataan IDM berbasis SDG's, InMenDes No.1 tahun 2021 terkait PPKM skala Mikro Desa, mengunjungi Posko Terpadu PPKM Skala Mikro sesuai Tingkat Desa di Desa Rangai Tri Tunggal Kec. Katibung Lampung Selatan
#PPKM
#puspenpmd https://t.co/DZ6ZBC71aW https://t.co/irgDid5tyc",0,Twitter
"Pelonggaran PPKM Kabar Positif Bagi Sektor Transportasi dan Pariwisata

#PPKM #Ekonomi #NKRIMajuBerjaya https://t.co/iY1uebKB0A",0,Twitter
"Sosiolog Universitas Indonesia Imam Prasodjo : Kalau rt dan rw menurut saya miss leading kebijakan pemerintah. Titik penting adalah bagaimana kumpulan orang berinteraksi. 
#PPKM #ppkmmikro #Covid19 https://t.co/f77ytX6XBO",0,Twitter
"Sosialisasi pelaksanaan PPKM berskala mikro di Desa Sipak dilaksanakan pada hari Kamis, 06 Mei 2021 yang berlokasi di Aula Kantor Desa Sipak.

#SatgasCovid19 #Covid19 #Corona #PPKM #mikro #DesaSipak #Jasinga #KabBogor #ingat5M https://t.co/hQLsRAR3jq",0,Twitter
"#اندونيسيا 🇮🇩
*حذرًا من المتحورالجديد لفيروس كورونا (#أوميكرون)

*فرضت الحكومة قيودًا على دخول المسافرين الدوليين إلى إندونيسيا🔥

#جاكرتا #السعودية #الصحة #كوفيد_19 #بونشاك #بالي #موسم_الرياض
#Indonesia #Jakarta #jokowi #ppkm #Vaksin #Omicron #bali #RiyadhSeason #المتحور_الجديد https://t.co/eZpfMe7gbr",0,Twitter
"PPKM Darurat akan diterapkan pada 3-20 Juli 2021 di Jawa dan Bali lo sobat, berikut untuk daftar wilayah di Jawa Tengah yang akan diterapkan PPKM. Stay safe and stay healthy ya sobat! 
#PPKMDarurat 
#PPKM 
#internetnyaIndonesia 
#Indihomejtd https://t.co/xA72ujsn4z",0,Twitter
"Diselundupkan saat PPKM Darurat, Rokok Bodong Senilai Rp 1,07 Miliar Disembunyikan di Bawah Muatan Garam 

Selengkapnya klik tautan berikut ini.
#Semarang #Beacukai #Rokokilegal #PPKM #Darurat

https://t.co/TCrkfSuGTh",0,Twitter
"Songkok Peci Muhammadiyah Nomor 6 AC Bordir Gold 
https://t.co/1GxFkEMhN9 di toko Bin Masood Tokomu Tokopedia!

#jokowi Jepang #rockygerung #JokowiMundurRakyatSelamat #JanganLupakanKM50 #angkatbesi #KitaPercayaJokowi #Muhammadiyah Presiden #Indonesia Kartu #COVID19 #Covid  #PPKM",0,Twitter
#terpopuler Napas pengusaha restoran sudah hampir habis. Bahkan sudah banyak restoran yang gulung tikar. #PPKM https://t.co/8TcaozjtYK,0,Twitter
"Level 1 Versi Kemenkes, Isoter YPPII (Yayasan Pelayanan Pekabaran Injil Indonesia Batu) Kota Batu Nol Pasien
.
#KotaBatu #COVID19 #PPKM #isoter #YPPII @infobatu @KemenkesRI #shift 
https://t.co/cng6oJI6QV",0,Twitter
"Sebenernya di jakarta itu psbb atau ppkm seh ??? Media sini bilang psbb media sana bilang ppkm, jadi yang bener tuh yang mana ? #psbb #ppkm",0,Twitter
"https://t.co/XWwE9Gt4gQ

PPKM di Sumedang Berdamapak Positif Bukan Hanya Kurangi Angka Positif Covid,Tapi Juga Ini!

#PPKM
#Sumedang
#Covid19
#PolresSumedang
#Kecelakaan",0,Twitter
"Jangan takut untuk menegur!
#PPKM #bansos #antikorupsi https://t.co/ChC6RQwN3o",0,Twitter
"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/k5SkMDaTpl",0,Twitter
"Sejuta Lebih Warga Ber-KTP Kuningan Sudah Divaksinasi, Kini Kuningan Level 2 
#PPKM #vaksinasi #level2 #kuningan
https://t.co/cUtsEhhqHK",0,Twitter
"Penasaran dm ajaa, cobain tuh #PPKM #PakPresidenKapanMundur",0,Twitter
"Madiun - 23/09/21 Gowes bersama Bpk. Walikota dilanjutkan pembagian sembako &amp; masker gratis bagi masyarakat di PSM, Jl. Panorama Raya, Dinas Lingkungan Hidup, Lansia Jl. Kampar Timur, Kue Moju dan Lapak Donopuran

#madiunkotapecel 
#madiunrescue 
#madiunkharismatik
#ppkm https://t.co/sCyMkKRVgp",0,Twitter
Baca di berita online juga lebih dari 5 negara tetangga tutup pintu untuk orang Indonesia? Lantas mengapa negara masih membuka pintu untuk WNA? Tolong jangan membuat rakyat bingung. #PPKM #PpkmDiperpanjang #PPKMDarurat,0,Twitter
"[TERBARU] Penanganan #COVID19 di Jakarta.
(1/2) Update data tes &amp; kasus PCR DKI Jakarta 14 Maret 21. Strategi tes, lacak dan isolasi terus digencarkan untuk temukan sebanyaknya kasus positif agar dapat disembuhkan dan tidak menularkan virus.
#JagaJakarta  #PSBBJakarta #PPKM https://t.co/EGYHXrPP5b",0,Twitter
"#Dakwah mesti dijalani sesuai thariqah Islam. Tidak menghalalkan segala cara, harus sejalan Kitabullah dan Sunnah. Buku ini jelaskan langkah yg harus dijalankan #parpolIslam dalam perjuangan #BukuIslam #Kamis #PPKM 
https://t.co/tkeZWPWm1G
---
https://t.co/IymDrxk0q7 https://t.co/nsc6mH5xUg",0,Twitter
"(2/2) Jalankan terus protokol kesehatan 3M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #PSBBJakarta #PPKM https://t.co/TqQBjUwL3w",0,Twitter
"Coba cek ini, deh: ""Gantungan Jagrak tembok wall mounting bracket braket Sepeda"" Rp20.000 di toko Pit Bike BSB Tokopedia. Bisa Bebas Ongkir, lho. https://t.co/eGJNzQXiOk 

#sepeda #gowes #ppkm #praktis",0,Twitter
"Test tweets lagi ahh
#ppkm",0,Twitter
"Salah satu sudut Jalan Gajah Mada malam ini selasa (6/7)
•
Info by @balikami
#mediadewata #PPKM #covi̇d19 https://t.co/GzaeqXRGjn",0,Twitter
Dicicil-cicil kek kreditan ya bun #diperpanjang #PPKM,0,Twitter
"Pada daftar indeks pemulihan COVID-19 yang dirilis Nikkei Asia pada 30 September lalu, Indonesia menduduki urutan no.1 di ASEAN dan yang ke-54 dari 122 negara yang diteliti di dunia.

#covid19 #indonesia #ppkm https://t.co/hVKYA7gPlC",0,Twitter
"PPKM perpanjang?
Karepmu

#PPKM",0,Twitter
"Di #Agam, Operasi Yustisi AKP Semakin Tajam. Kunjungi https://t.co/DbcsuFhqjA . #hdp #ppkm #prokes #RUD https://t.co/1j1inFoATL",0,Twitter
"Dalam penyekatan PPKM Darurat, selain petugas kendaraan taktis (rantis) juga disiagakan. Salah satunya adalah Panser Anoa. Begini spesifikasi Panser itu.

#ppkm  https://t.co/2a5mZvDgdz",0,Twitter
"Nah! Sejumlah mal telah memberlakukan sertifikat vaksin sebagai syarat masuk bagi seluruh pengunjung per 3 Agustus 2021.

Baca daftar mall lainnya di https://t.co/S0bBQbuWU5

#trans7update #sobat7jaditau #ppkm #vaksincovid19 #vaksin #covid19 https://t.co/NmXm8Nt9MS",0,Twitter
Halo-halo Jakarta @DKIJakarta &amp; Pak Gub @anies... ini fakta data - tren kasus baru harian turun dan jinak dan akan terus turun menuju exit stage dan segera terminasi #PPKM https://t.co/AAFWBJjPPK,0,Twitter
"#PPKMDarurat #ppkm jualan tetap jalan
https://t.co/DL7GhbRS3s di toko TheRisingToys Rp100.000 di Tokopedia dengan Bebas Ongkir, Sekarang!",0,Twitter
Part 2 #PPKM #level4,0,Twitter
"Inget selalu arahan pak @jokowi tweps, untuk selalu pakai masker. Jangan cuma dibawa, tapi dipakai dengan benar...
Kita bisa, Indonesia bisa, dan mari bangkit untuk saling jaga Indonesia..
#PPKMLevel4 #PPKMUntukKebaikan #PPKMDaruratBerdampakBaik #PPKM",0,Twitter
"Aturan Baru Karantina Perjalanan ke Luar Negeri
#PPKM #PPLN #Karantina
 
https://t.co/yvj9SKuHkX lewat @tribunpontianak",0,Twitter
"PPKM DIPERPANJANG 
#AirlanggaHartarto 
#PPKM https://t.co/5ZLWpzrvOF",0,Twitter
Promo Khusus PPKM #skyhouseid #apartemen #apartemenskyhousebsd #skyhousebsd #PPKM https://t.co/1mZvO5Zsc0,0,Twitter
@KATADATAcoid Dgn #PPKM dipastikan pertumbuhan triwulan-1 negatif perpanjangan PPKM akan bikin triwulan-2 tdk jauh dari kisaran 0% tinggal berharap triwulan-3 &amp; triwulan-4. Agar tumbuh 4.3% pd 2021 T-3 &amp; T-4 masing-masing harus tumbuh (4x4.3%) / 2 = 8.6% hal ini tdk pernah terjadi sebelumnya,0,Twitter
"Siap PPKM Level 3 se-Indonesia, Tak Ada Penyekatan #SIS 22/11

Saksikan selengkapnya di https://t.co/7CZ9jnb3Y1

#SeputarienwsRCTI #PPKM #Indonesia https://t.co/libxO8Rq3Z",0,Twitter
"Untuk meminimalisir kesalahan, diterapkanlah sistem approval/persetujuan dalam perusahaan. Dengan adanya fitur approval di Accurate, Anda tidak perlu khawatir lagi! 

#tipswfh #wfh #ppkm #tipsbisnis #bisnisjadimudah #accurate #accurateid #softwareakuntansi #aplikasiakuntansi https://t.co/IxcNFgyEbs",0,Twitter
"Bupati Pati Ancam Akan Cabut Izin Swalayan yang Nekat Buka Selama PPKM Darurat 

Selengkapnya klik tautan berikut ini.
#Pati #Bupati #Swalayan #PPKM #Darurat

https://t.co/zTMBWABDUM",0,Twitter
"Semoga kita termasuk hamba-hamba yang beriman kepada Allah SWT. Aamiin.
PPKM diperpanjang lagi😥 gimana ya saudara-saudara kita yang kekurangan, pekerja harian yang tidak pasti penghasilannya?
https://t.co/diTcNTO7Fc

#PPKM #selasamutualan #SemangatSalingBantu https://t.co/AK3lsItM6N",0,Twitter
Tiap hari puter otak bikin cemilan.. #PPKM #StaySafeStayHealthy #dirumahaja #PakaiMasker https://t.co/3wEs9HksWw,0,Twitter
"Mengapa PPKM bak ayam geprek? Ada levelnya? Semakin naik levelnya semakin pedas komentarnya. Nantikan ledakan mosi tidak percayanya. Selamat mencoba!

#DaruratTamat 
#PPKM 
#Indonesia 
#COVID19",0,Twitter
"Dengeur"" ppkm di perpanjang sampai akhir zaman #PPKM",0,Twitter
"[TERBARU] Penanganan #COVID19 di Jakarta.
(1/2) Update data tes PCR/antigen, kasus dan vaksinasi DKI Jakarta 20 April 21. Strategi tes, lacak dan isolasi terus digencarkan untuk temukan sebanyaknya kasus positif agar tidak menularkan virus.
#JagaJakarta  #PSBBJakarta #PPKM https://t.co/QsYaaqzh9H",0,Twitter
"DIANCOK!!!
Perpanjangen teros ae sampek Banteng dadi dajjal!!
.
#ppkm 
#AturanRuwet 
#NKRIBukanMilikPDIP",0,Twitter
"Hari Libur bukan saatnya bermalas-malasan #SOBATPERAKIM
Yuk Jaga Kesehatan dengan Rutin Berolahraga, Ga perlu yang berat-berat kok...cukup sesuai hobi  kita aja sobat.Salah Satunya GOWES...
INGAT JAGA PROTOKOLKESEHATAN YA #SOBATPERAKIM
SELAMAT BERHARI MINGGU
#PPKM
#JATENGGAYENG https://t.co/d7lJ169Y1M",0,Twitter
"PSBB 2020 menghasilkan hobby bersepeda dan tanaman hias..

PPKM 2021 memunculan sambat ambyar... 😂😂

#PPKM 
#PPKMDaruratBerdampakBaik",0,Twitter
"Satpol PP Jakarta Barat Segel Cafe di Cengkareng Langgar Jam Operasional, Pengunjung Positif Narkoba
 
https://t.co/DbdwvtrCkL lewat @wartakotalive #razia #ppkm #kafe #narkoba",0,Twitter
"#PPKM turun menjadi Level 3..

#IndonesiaMaju 
#Jokowidodo
#Jokowi https://t.co/HMgH4gjQq8",0,Twitter
"Wali Kota Bogor Bima Arya nilai kebijakan PPKM level 3 pada akhir tahun untuk melindungi pemulihan ekonomi.

Selengkapnya: 👇🏻 #PPKM https://t.co/X5jqN0wKp2",0,Twitter
"Rapat Koordinasi PPKM Jawa - Bali bertempat di Ruang Rapat Wakil Bupati Grobogan, (20/01/22).
@SumarniGrobogan @Moh_Sumarsono @kodimgrobogan @polresgrobogan #ppkm #rakor #purwodadi https://t.co/L2dZEnIQBr",0,Twitter
"Punya nyokap gua (lansia) biar gak ribet kalo di bawa pas di dompet...

🙏🤣💪

#PapaEko
#WFH
#PPKM
#AyoVaksin
#IndonesiaBangkit https://t.co/AUhFSHAL6y",0,Twitter
"Menko Marves RI Luhut Pandjaitan Pakai Strategi Militer dalam Hadapi Covid-19 Varian Delta

https://t.co/LRFbtKgGbc

#luhut #binsar #pandjaitan #pakai #strategi #militer #hadapi #varian #delta #ppkm #covid19 #indonesia #nasional #prmn #prmnsahabatumkm #pikiranrakyat",0,Twitter
"#اندونيسيا 🇮🇩
* يهدد عمال جاوة الغربية بالإضراب إذا لم تزيد الأجور بنسبة (10٪) في عام 2022م 🔥

#جاكرتا #السعودية #الصحة #كوفيد_19 #بونشاك #بالي #موسم_الرياض #عمرة #دبي #لومبوك #سياحة #سينوفاك #فايزر #أسترازينيكا #الاتحاد #الهلال #Indonesia #Jakar #jokowi #bali #Vaksin #ppkm 🇮🇩 https://t.co/40OyNuwJ21",0,Twitter
Agak melelahkan yaa di perpanjang terus hiks 😥😥😥 #ppkm,0,Twitter
"Ada yang panjang dan sejauh ini bertahan 7 hari.
.
#PPKM",0,Twitter
"PDI Perjuangan Dorong Pengembangan dan Inovasi Desa Wisata

https://t.co/PhgnMwzvdH

#pdiperjuangan #pdiperjuanganpurwakarta #pdiperjuanganjabar #ppkm #ppkmmikro #ppkmlevel4 #biru #puan #siti #dihapus",0,Twitter
"PPKM 3 PILAR KOTA PASURUAN

Pemberlakuan Pembatasan Kegiatan Masyarakat ( PPKM ) di wilayah hukum Polres Pasuruan Kota bertujuan untuk mencegah penyebaran Covid-19 dan mendisiplinkan masyarakat dalam menerapkan 5M dalam kehidupan sehari-hari

#polripresisi #jogopaskot #ppkm https://t.co/lqaXgdzf8u",0,Twitter
"Pemerintah memperpanjang kembali pemberlakuan pembatasan kegiatan masyarakat (PPKM) di luar Jawa-Bali. Perpanjangan guna mengendalikan pandemi covid-19.
#ppkm #ppkmjawabali #COVID19 #Covid_19 #lampostco
https://t.co/iY3dTkzFGl",0,Twitter
"Luhut memastikan semua pintu masuk diperketat, meski #PPKM  Jawa-Bali mulai longgar, seiring penurunan kasus #COVID19 

https://t.co/Fhauzwxzw7",0,Twitter
"PENYEKATAN JALUR 3 PILAR KOTA PASURUAN

Penyekatan Jalur di wilayah hukum Polres Pasuruan Kota bertujuan untuk mencegah penyebaran Covid-19 dan mengurangi mobilitas masyarakat.

#polripresisi #presisi #jawatimurbangkit #jogopaskot #lawancovid19 #protokolkesehatan #ppkm https://t.co/nf6sTeIcAT",0,Twitter
"Sudah setahun lebih pandemi melanda. Sektor ekonomi terdampak, tak terkecuali pusat perbelanjaan. Lalu bagaimana mal bertahan? #PPKM https://t.co/SOxxOA7ZFY",0,Twitter
"DINE-IN dengan Social Distancing
Dari 3pm s/d 9.30pm
#steak #pasta #pizza
#steakandshake
#iconkulinersolo #iconkuliner
#surakarta #solo 
#kulinerlegendaris 
#jajansolomurah #jajansolohitz #jajansolo #jajansoloenak #jajananhits #jajanankekinian  #NewNormal
#PPKM #PSBB #PPKMMikro https://t.co/xkteQj6EQZ",0,Twitter
"Sampurasun wargi Jabar 🙏
.
Pemerintahan memutuskan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) berskala mikro loh wargi 😯
.
Mau tahu bagaimana keputusan akhirnya?
Yuk simak info selengkapnya dislide kedua ya wargi 😉
.
#jabarprovgoid #PPKM #ppkmmikro https://t.co/bzitjdBqsW",0,Twitter
"Fenomena Baru

Menanyakan kabar ke orang lain di masa sekarang, 
seperti ajang membandingkan diri dengan orang lain. Siapa yang lebih menderita.

Karna semua terdampak, hanya ada yg masih kuat dan ada yg sudah tidak kuat.

#EfekNyataPPKMDarurat #PPKM #IndonesiaPastiBisa",0,Twitter
#viral #ppkm MIRISSS https://t.co/f68m1adL0K lewat @YouTube,0,Twitter
"Mundur bukan berarti hina, kesatria sejati berani melepas jabatan demi kelamatan pasukannya, jangan kan jabatan, nyawa pun pasti diberikan oleh pemimpin sejati.

#JokowiMundurRakyatSelamat 
#ppkm #PresidenTerburukDalamSejarah #presidenkapanmundur (#ppkm)",0,Twitter
"Tetap disiplin protokol kesehatan 6M di mana pun, kapan pun. 

Jaga selalu imunitas dengan mengonsumsi makanan bergizi seimbang, rutin berolahraga, tidur cukup, menghindari stres, dan #vaksindulu bagi yang belum. 

#ppkm #ppkmlevel3 #JagaJakarta
#jakartabangkit
#jakartakotakita",0,Twitter
"Di tengah masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Jawa Bali, Pulau Dewata kembali mengeluarkan aturan perjalanan. Berikut aturannya untuk jalur darat.

#bali #PPKM #viruscorona #newnormal  https://t.co/iQNd23SjtV",0,Twitter
"#planethumor 
#humor 
#humorindonesia 
#lucu 
#ppkm 
#ppkmlevel4 https://t.co/CFmSgQ6RtE",0,Twitter
"Perjalanan keluar daerah, Kota Surabaya tetapkan aturan PPKM nataru, berikut ketentuan dan syaratnya.
#PPKM
https://t.co/wt9gF3AdwP",0,Twitter
"Biar nontonnya makin seru kamu bisa cobain masak crabmeat &amp; mushrooms spring rolls yang udah pernah kita kasih tau resepnya, di coba yaa!! #PPKMTIPS #WFH #biargakbosen #ppkm #ayambrand #ayambrandid",0,Twitter
"Pertumbuhan ekonomi Indonesia di kuartal II-2021 ternyata sempat mencapai 7,07%. Namun, pertumbuhan tersebut dinilai kurang berkualitas. Apa alasannya? #ppkm #corona  https://t.co/FKZMQunHnn",0,Twitter
https://t.co/JTNXjuUMHs cc @WahidinHalim_WH @AgusYudhoyono @Demokrat_TV #banten  #mobillistrik Prabowo Tirto @RoySuryo_asli #PPKM #ppkmdaruratakhiricovid #ppkmlevel4langkahbaik #JokowiMemangHebat #Jokowi #KampusDakwahdanPeradaban #btsphotocard #ThrillRide1stwin,0,Twitter
"https://t.co/d4VEnd1FtV

Korlantas Polri Bagikan Sembako Ke Pemulung Terdampak PPKM Level 4 di Bantul

#PPKM #PPKMLevel4 
#PPKMDaruratBerdampakBaik 
#PPKMDarurat",0,Twitter
"Individu akan bertindak sesuai dengan rasionalitas. Ini penjelasannya. #PPKMLevel4 #PPKM #bandung #TolakPPKM #sosiologi #mahasiswa 
https://t.co/ETUEYlcoSE",0,Twitter
"--Pengumuman--
Mendasari Surat Edaran Bupati Kebumen Nomor 443/1284 Tanggal 3 Juli 2021 tentang PPKM Darurat Covid 19 di Kab. Kebumen, maka Pelayanan Ak.1 dan Rekomendasi Paspor diliburkan mulai tanggal 5-20 Juli 2021.

Pelayanan akan dibuka kembali pada tgl. 21 Juli 2021. #PPKM https://t.co/EzrmdHJSJK",0,Twitter
"https://t.co/Sgam2VbToF

Hari Pertama Penerapan Kebijakan PPKM, Pesepeda Naik 5,59 Persen

#PPKM",0,Twitter
